drug_id,category_id
DB00493,C01125
DB00493,C01290
DB00494,C00269
DB00494,C00890
DB00494,C00802
DB00494,C00272
DB00494,C00273
DB00494,C01466
DB00494,C00168
DB00494,C00169
DB00494,C00103
DB00494,C00835
DB00494,C00007
DB00494,C00593
DB00494,C00808
DB00494,C00947
DB00495,C00072
DB00495,C00256
DB00495,C00097
DB00495,C00516
DB00495,C00413
DB00495,C00296
DB00495,C00098
DB00495,C00518
DB00495,C01149
DB00495,C00705
DB00495,C00847
DB00495,C00849
DB00495,C00797
DB00495,C00455
DB00495,C00457
DB00495,C00461
DB00495,C01162
DB00495,C01806
DB00495,C00521
DB00495,C00007
DB00495,C01392
DB00495,C00067
DB00495,C00113
DB00495,C00345
DB00495,C01156
DB00495,C00579
DB00495,C01393
DB00495,C01731
DB00495,C00580
DB00495,C00466
DB00495,C00736
DB00495,C00671
DB00495,C00193
DB00495,C01192
DB00495,C00700
DB00495,C01157
DB00495,C00346
DB00495,C01093
DB00495,C00916
DB00495,C00948
DB00496,C00827
DB00496,C00903
DB00496,C00274
DB00496,C00168
DB00496,C00454
DB00496,C00775
DB00496,C00455
DB00496,C00457
DB00496,C00103
DB00496,C00461
DB00496,C01030
DB00496,C00214
DB00496,C00979
DB00496,C00566
DB00496,C00907
DB00496,C00283
DB00496,C00984
DB00496,C00985
DB00497,C00843
DB00497,C00590
DB00497,C00272
DB00497,C00273
DB00497,C00775
DB00497,C00455
DB00497,C00457
DB00497,C00459
DB00497,C00461
DB00497,C00566
DB00497,C01452
DB00497,C01453
DB00497,C00908
DB00497,C01387
DB00497,C00593
DB00497,C00910
DB00497,C01388
DB00497,C00911
DB00497,C00912
DB00497,C00430
DB00497,C01389
DB00497,C01481
DB00497,C00809
DB00497,C00696
DB00498,C00002
DB00498,C00005
DB00498,C00009
DB00498,C01807
DB00498,C01808
DB00498,C00032
DB00498,C01288
DB00499,C00950
DB00499,C00349
DB00499,C01809
DB00499,C01810
DB00499,C01334
DB00499,C01260
DB00499,C01811
DB00499,C01812
DB00499,C00019
DB00499,C00073
DB00499,C00021
DB00499,C00846
DB00499,C00772
DB00499,C00455
DB00499,C00457
DB00499,C00459
DB00499,C00461
DB00499,C00075
DB00499,C00076
DB00499,C00314
DB00499,C00509
DB00499,C00132
DB00499,C00306
DB00500,C01482
DB00500,C00445
DB00500,C00220
DB00500,C00590
DB00500,C00801
DB00500,C00056
DB00500,C00706
DB00500,C00707
DB00500,C01483
DB00500,C01484
DB00500,C01485
DB00500,C00057
DB00500,C00805
DB00500,C00007
DB00500,C00281
DB00500,C00462
DB00500,C00709
DB00500,C00465
DB00500,C00430
DB00500,C00809
DB00500,C01488
DB00501,C01041
DB00501,C01681
DB00501,C00072
DB00501,C00203
DB00501,C00688
DB00501,C01042
DB00501,C00448
DB00501,C01813
DB00501,C00101
DB00501,C01057
DB00501,C00317
DB00501,C00318
DB00501,C00739
DB00501,C00999
DB00501,C00747
DB00501,C00748
DB00501,C00168
DB00501,C00169
DB00501,C00257
DB00501,C00258
DB00501,C00259
DB00501,C00260
DB00501,C01058
DB00501,C00750
DB00501,C00931
DB00501,C00752
DB00501,C00776
DB00501,C00103
DB00501,C01044
DB00501,C01045
DB00501,C00075
DB00501,C00007
DB00501,C01046
DB00501,C00247
DB00501,C00689
DB00501,C01308
DB00501,C01171
DB00501,C01502
DB00501,C00588
DB00501,C01001
DB00501,C01493
DB00501,C01002
DB00501,C01494
DB00501,C01003
DB00501,C01495
DB00501,C00283
DB00501,C00465
DB00501,C00466
DB00501,C00736
DB00501,C00671
DB00501,C00595
DB00501,C00596
DB00501,C00597
DB00501,C00598
DB00501,C01016
DB00501,C00193
DB00502,C00446
DB00502,C00269
DB00502,C00691
DB00502,C00865
DB00502,C01006
DB00502,C01660
DB00502,C00829
DB00502,C01742
DB00502,C01743
DB00502,C00272
DB00502,C00273
DB00502,C00846
DB00502,C00772
DB00502,C00519
DB00502,C00797
DB00502,C00168
DB00502,C00749
DB00502,C00775
DB00502,C00259
DB00502,C00455
DB00502,C00260
DB00502,C00456
DB00502,C00457
DB00502,C00459
DB00502,C00954
DB00502,C00103
DB00502,C00461
DB00502,C00835
DB00502,C01177
DB00502,C01178
DB00502,C00074
DB00502,C00075
DB00502,C00247
DB00502,C00084
DB00502,C01423
DB00502,C00086
DB00502,C00593
DB00502,C00463
DB00502,C00283
DB00502,C00909
DB00502,C00192
DB00502,C00193
DB00502,C00430
DB00502,C00090
DB00502,C00872
DB00502,C00695
DB00502,C00092
DB00502,C01180
DB00502,C01568
DB00502,C00913
DB00502,C01182
DB00502,C00914
DB00502,C00781
DB00502,C00915
DB00502,C00783
DB00502,C00947
DB00503,C00348
DB00503,C00072
DB00503,C00256
DB00503,C00097
DB00503,C00516
DB00503,C00413
DB00503,C00098
DB00503,C00518
DB00503,C01814
DB00503,C01149
DB00503,C00447
DB00503,C00705
DB00503,C00448
DB00503,C00449
DB00503,C01813
DB00503,C00205
DB00503,C00206
DB00503,C00101
DB00503,C00102
DB00503,C00938
DB00503,C01815
DB00503,C00745
DB00503,C00746
DB00503,C01085
DB00503,C00317
DB00503,C00318
DB00503,C01205
DB00503,C01733
DB00503,C00739
DB00503,C00940
DB00503,C01245
DB00503,C00166
DB00503,C00167
DB00503,C00168
DB00503,C00454
DB00503,C00169
DB00503,C00775
DB00503,C00422
DB00503,C00259
DB00503,C00455
DB00503,C00260
DB00503,C01088
DB00503,C00457
DB00503,C00750
DB00503,C01089
DB00503,C00459
DB00503,C00752
DB00503,C01090
DB00503,C00954
DB00503,C00170
DB00503,C00103
DB00503,C00461
DB00503,C00521
DB00503,C00007
DB00503,C00544
DB00503,C01091
DB00503,C00084
DB00503,C00467
DB00503,C00469
DB00503,C01015
DB00503,C01016
DB00503,C00192
DB00503,C00193
DB00503,C00506
DB00503,C00011
DB00503,C00092
DB00503,C00584
DB00503,C00701
DB00503,C00116
DB00503,C01816
DB00503,C01093
DB00503,C01094
DB00504,C00843
DB00504,C00272
DB00504,C00566
DB00504,C01452
DB00504,C01388
DB00504,C01817
DB00504,C00430
DB00504,C01389
DB00504,C00809
DB00505,C00827
DB00505,C00203
DB00505,C00349
DB00505,C00971
DB00505,C00903
DB00505,C01029
DB00505,C00907
DB00505,C00976
DB00505,C00599
DB00505,C01084
DB00507,C00097
DB00507,C00412
DB00507,C00413
DB00507,C00996
DB00507,C00997
DB00507,C00998
DB00507,C00584
DB00508,C00827
DB00508,C00903
DB00508,C00691
DB00508,C00865
DB00508,C01006
DB00508,C00829
DB00508,C00272
DB00508,C00273
DB00508,C00421
DB00508,C00835
DB00508,C01177
DB00508,C01178
DB00508,C00247
DB00508,C00566
DB00508,C00907
DB00508,C00593
DB00508,C00463
DB00508,C00283
DB00508,C00192
DB00508,C00430
DB00508,C01592
DB00508,C01688
DB00508,C00872
DB00508,C00695
DB00508,C00913
DB00508,C00781
DB00508,C00915
DB00508,C00584
DB00508,C00783
DB00509,C00572
DB00509,C00587
DB00509,C00573
DB00509,C00001
DB00509,C00131
DB00509,C00132
DB00509,C00765
DB00509,C00766
DB00511,C00876
DB00511,C00139
DB00511,C01628
DB00511,C01629
DB00511,C01630
DB00511,C00988
DB00511,C01142
DB00511,C00006
DB00511,C00100
DB00511,C01631
DB00511,C00007
DB00511,C00646
DB00511,C00342
DB00511,C00617
DB00511,C00649
DB00512,C00267
DB00512,C00203
DB00512,C00001
DB00512,C00190
DB00512,C00097
DB00512,C00412
DB00512,C01636
DB00512,C00413
DB00512,C00139
DB00512,C00075
DB00512,C01442
DB00512,C00142
DB00512,C01818
DB00512,C01370
DB00512,C01819
DB00512,C00032
DB00512,C00462
DB00512,C00120
DB00512,C00010
DB00512,C00123
DB00513,C00348
DB00513,C00572
DB00513,C00001
DB00513,C01820
DB00513,C00357
DB00513,C00005
DB00513,C01821
DB00513,C00223
DB00513,C01399
DB00513,C00008
DB00513,C00009
DB00513,C00182
DB00514,C00843
DB00514,C00903
DB00514,C00691
DB00514,C01451
DB00514,C00272
DB00514,C00273
DB00514,C00904
DB00514,C00034
DB00514,C00848
DB00514,C00519
DB00514,C00797
DB00514,C00775
DB00514,C00455
DB00514,C00457
DB00514,C00459
DB00514,C00954
DB00514,C00461
DB00514,C01822
DB00514,C01823
DB00514,C00566
DB00514,C01452
DB00514,C00593
DB00514,C00283
DB00514,C01147
DB00514,C00909
DB00514,C01388
DB00514,C00912
DB00514,C01454
DB00514,C01389
DB00514,C00694
DB00514,C00294
DB00514,C00696
DB00514,C00781
DB00514,C00782
DB00514,C01824
DB00514,C01825
DB00514,C01826
DB00514,C00948
DB00514,C01827
DB00514,C01828
DB00515,C00019
DB00515,C00021
DB00515,C00705
DB00515,C00099
DB00515,C01829
DB00515,C00421
DB00515,C00100
DB00515,C01408
DB00515,C00745
DB00515,C00746
DB00515,C00747
DB00515,C00748
DB00515,C00103
DB00515,C00049
DB00515,C00075
DB00515,C01442
DB00515,C00067
DB00515,C00440
DB00515,C00441
DB00515,C00113
DB00515,C00032
DB00515,C00462
DB00515,C00976
DB00515,C00597
DB00515,C00598
DB00515,C00991
DB00515,C01830
DB00515,C00674
DB00516,C01569
DB00516,C01831
DB00516,C00060
DB00516,C01572
DB00516,C01573
DB00516,C01254
DB00516,C01718
DB00516,C01719
DB00516,C01832
DB00516,C01833
DB00517,C00827
DB00517,C00843
DB00517,C00903
DB00517,C01026
DB00517,C01027
DB00517,C00274
DB00517,C00907
DB00517,C00283
DB00518,C00348
DB00518,C01834
DB00518,C00097
DB00518,C01835
DB00518,C01836
DB00518,C01415
DB00518,C01837
DB00518,C00996
DB00518,C00997
DB00518,C01838
DB00518,C01839
DB00518,C01043
DB00518,C01590
DB00518,C00205
DB00518,C01840
DB00518,C00772
DB00518,C00519
DB00518,C00455
DB00518,C00457
DB00518,C00900
DB00518,C00170
DB00518,C00461
DB00518,C00566
DB00518,C01417
DB00518,C00193
DB00518,C01418
DB00519,C00798
DB00519,C00784
DB00519,C00117
DB00519,C00445
DB00519,C00800
DB00519,C00795
DB00519,C00796
DB00519,C00006
DB00519,C00007
DB00519,C00566
DB00519,C00262
DB00519,C00011
DB00520,C00001
DB00520,C00097
DB00520,C00925
DB00520,C00413
DB00520,C00928
DB00520,C00259
DB00520,C00260
DB00520,C00261
DB00520,C00103
DB00520,C01564
DB00520,C01565
DB00520,C00007
DB00520,C00415
DB00520,C00417
DB00520,C00465
DB00520,C00467
DB00520,C00468
DB00520,C00767
DB00520,C00192
DB00520,C00010
DB00520,C00194
DB00521,C00826
DB00521,C00873
DB00521,C00875
DB00521,C00445
DB00521,C00095
DB00521,C00349
DB00521,C00589
DB00521,C00876
DB00521,C00919
DB00521,C00795
DB00521,C00829
DB00521,C01593
DB00521,C00505
DB00521,C00006
DB00521,C00775
DB00521,C00461
DB00521,C00566
DB00521,C00262
DB00521,C01329
DB00521,C00283
DB00521,C00120
DB00521,C00430
DB00521,C00921
DB00521,C00506
DB00521,C00922
DB00521,C00879
DB00521,C00092
DB00521,C01078
DB00521,C01080
DB00521,C00123
DB00521,C00923
DB00522,C01025
DB00522,C01132
DB00522,C00802
DB00522,C01135
DB00522,C00100
DB00522,C00129
DB00522,C00440
DB00522,C00441
DB00522,C01841
DB00522,C01842
DB00523,C01511
DB00523,C00653
DB00523,C00019
DB00523,C00021
DB00523,C00047
DB00523,C00654
DB00523,C00655
DB00523,C00656
DB00523,C00657
DB00523,C00060
DB00523,C00715
DB00523,C00658
DB00523,C00303
DB00523,C00193
DB00523,C00659
DB00523,C00660
DB00523,C00718
DB00523,C01413
DB00523,C00661
DB00523,C00721
DB00523,C00563
DB00523,C00652
DB00524,C00950
DB00524,C00795
DB00524,C00796
DB00524,C00006
DB00524,C01050
DB00524,C00075
DB00524,C00214
DB00524,C00614
DB00524,C00566
DB00524,C00084
DB00524,C00262
DB00524,C01129
DB00524,C01424
DB00524,C01425
DB00524,C00276
DB00524,C00227
DB00524,C01053
DB00524,C01449
DB00524,C01843
DB00524,C01130
DB00524,C00982
DB00524,C00983
DB00524,C00584
DB00524,C01427
DB00525,C00348
DB00525,C00097
DB00525,C00925
DB00525,C00926
DB00525,C00927
DB00525,C01590
DB00525,C00060
DB00525,C00754
DB00525,C00584
DB00525,C01844
DB00526,C00019
DB00526,C00021
DB00526,C00705
DB00526,C01108
DB00526,C00067
DB00526,C00086
DB00526,C00113
DB00526,C00032
DB00526,C00598
DB00526,C00991
DB00526,C01830
DB00526,C00092
DB00527,C01330
DB00527,C00950
DB00527,C01331
DB00527,C01116
DB00527,C01332
DB00527,C01333
DB00527,C01336
DB00527,C01337
DB00527,C01845
DB00527,C00272
DB00527,C00273
DB00527,C00421
DB00527,C00060
DB00527,C00566
DB00527,C01846
DB00527,C01339
DB00527,C00593
DB00527,C00120
DB00527,C01289
DB00527,C00430
DB00527,C01078
DB00527,C00123
DB00527,C00809
DB00527,C01847
DB00527,C01341
DB00528,C00798
DB00528,C00445
DB00528,C00072
DB00528,C00789
DB00528,C00876
DB00528,C00795
DB00528,C00505
DB00528,C01294
DB00528,C00156
DB00528,C00006
DB00528,C00168
DB00528,C00454
DB00528,C00749
DB00528,C00259
DB00528,C00455
DB00528,C00260
DB00528,C00261
DB00528,C00457
DB00528,C00459
DB00528,C00954
DB00528,C00103
DB00528,C00461
DB00528,C01296
DB00528,C00262
DB00528,C00276
DB00528,C00560
DB00528,C01298
DB00528,C00986
DB00529,C00347
DB00529,C00348
DB00529,C00097
DB00529,C00516
DB00529,C00413
DB00529,C00098
DB00529,C00518
DB00529,C01848
DB00529,C00521
DB00529,C00007
DB00529,C00462
DB00529,C01156
DB00529,C00465
DB00529,C01343
DB00529,C01344
DB00529,C01849
DB00529,C00506
DB00529,C01850
DB00529,C00092
DB00529,C01157
DB00530,C00019
DB00530,C00021
DB00530,C00447
DB00530,C00846
DB00530,C00772
DB00530,C00883
DB00530,C00739
DB00530,C01245
DB00530,C00849
DB00530,C01207
DB00530,C00775
DB00530,C00886
DB00530,C00259
DB00530,C00455
DB00530,C00260
DB00530,C00261
DB00530,C00457
DB00530,C00458
DB00530,C00459
DB00530,C00460
DB00530,C00103
DB00530,C00461
DB00530,C00007
DB00530,C01446
DB00530,C00566
DB00530,C00990
DB00530,C01447
DB00530,C00032
DB00530,C01015
DB00530,C00192
DB00530,C00193
DB00530,C00470
DB00530,C01448
DB00530,C00092
DB00530,C01449
DB00530,C01450
DB00530,C00761
DB00531,C01274
DB00531,C01144
DB00531,C00019
DB00531,C01145
DB00531,C00021
DB00531,C00057
DB00531,C00099
DB00531,C00847
DB00531,C01201
DB00531,C00938
DB00531,C00939
DB00531,C00848
DB00531,C01202
DB00531,C01193
DB00531,C01203
DB00531,C00519
DB00531,C00884
DB00531,C01205
DB00531,C01733
DB00531,C00849
DB00531,C01207
DB00531,C00797
DB00531,C00885
DB00531,C00422
DB00531,C00455
DB00531,C00423
DB00531,C00424
DB00531,C00457
DB00531,C00458
DB00531,C00459
DB00531,C00460
DB00531,C00170
DB00531,C00461
DB00531,C00049
DB00531,C01371
DB00531,C00066
DB00531,C00067
DB00531,C00306
DB00531,C01372
DB00531,C01851
DB00531,C01852
DB00531,C00113
DB00531,C00032
DB00531,C00463
DB00531,C01373
DB00531,C01374
DB00531,C00345
DB00531,C01344
DB00531,C01853
DB00531,C01854
DB00531,C00346
DB00532,C01199
DB00532,C00864
DB00532,C00272
DB00532,C00273
DB00532,C00772
DB00532,C00848
DB00532,C00317
DB00532,C00318
DB00532,C00519
DB00532,C00849
DB00532,C00797
DB00532,C00775
DB00532,C00103
DB00532,C00461
DB00532,C01214
DB00532,C01216
DB00532,C00588
DB00532,C01217
DB00532,C00593
DB00532,C01219
DB00533,C00445
DB00533,C00220
DB00533,C00590
DB00533,C00801
DB00533,C00056
DB00533,C00706
DB00533,C01483
DB00533,C01484
DB00533,C00057
DB00533,C01757
DB00533,C00805
DB00533,C00101
DB00533,C00771
DB00533,C00772
DB00533,C00739
DB00533,C00999
DB00533,C00797
DB00533,C00422
DB00533,C00455
DB00533,C00423
DB00533,C00424
DB00533,C00457
DB00533,C00170
DB00533,C00103
DB00533,C00461
DB00533,C00007
DB00533,C00281
DB00533,C00462
DB00533,C00430
DB00533,C01758
DB00533,C00809
DB00533,C00584
DB00534,C01855
DB00534,C01856
DB00534,C00552
DB00535,C00190
DB00535,C00097
DB00535,C00412
DB00535,C00413
DB00535,C01026
DB00535,C01027
DB00535,C01724
DB00535,C01121
DB00535,C01122
DB00535,C00075
DB00535,C00566
DB00535,C01123
DB00535,C00466
DB00535,C00671
DB00535,C00584
DB00535,C01125
DB00535,C01290
DB00536,C01857
DB00536,C00688
DB00536,C00689
DB00536,C01858
DB00536,C01493
DB00536,C01494
DB00536,C01495
DB00536,C00736
DB00536,C00595
DB00536,C00597
DB00537,C01075
DB00537,C00072
DB00537,C00190
DB00537,C00097
DB00537,C00412
DB00537,C00413
DB00537,C01813
DB00537,C00101
DB00537,C00771
DB00537,C00259
DB00537,C00260
DB00537,C00456
DB00537,C00750
DB00537,C00953
DB00537,C00752
DB00537,C00776
DB00537,C00103
DB00537,C00074
DB00537,C00075
DB00537,C00007
DB00537,C01076
DB00537,C01077
DB00537,C00566
DB00537,C01001
DB00537,C01493
DB00537,C01002
DB00537,C01003
DB00537,C01495
DB00537,C00086
DB00537,C01735
DB00537,C00120
DB00537,C01289
DB00537,C00193
DB00537,C00090
DB00537,C00092
DB00537,C01078
DB00537,C01079
DB00537,C01080
DB00537,C00123
DB00537,C01081
DB00537,C01082
DB00538,C00100
DB00538,C01107
DB00538,C01109
DB00538,C01859
DB00538,C01111
DB00538,C01112
DB00538,C01113
DB00538,C01114
DB00538,C01115
DB00539,C01860
DB00539,C00019
DB00539,C00073
DB00539,C00021
DB00539,C00802
DB00539,C01230
DB00539,C00152
DB00539,C00846
DB00539,C00259
DB00539,C00455
DB00539,C00260
DB00539,C00261
DB00539,C00457
DB00539,C00103
DB00539,C00461
DB00539,C00076
DB00539,C01796
DB00539,C01797
DB00539,C00990
DB00539,C00314
DB00539,C00509
DB00539,C00132
DB00539,C00192
DB00539,C00193
DB00539,C00092
DB00539,C01798
DB00539,C01240
DB00540,C00826
DB00540,C01174
DB00540,C01175
DB00540,C00873
DB00540,C01004
DB00540,C00827
DB00540,C00220
DB00540,C00446
DB00540,C00903
DB00540,C00691
DB00540,C00770
DB00540,C01461
DB00540,C01524
DB00540,C00272
DB00540,C00273
DB00540,C00904
DB00540,C00772
DB00540,C00883
DB00540,C00519
DB00540,C00884
DB00540,C00168
DB00540,C00749
DB00540,C00775
DB00540,C00886
DB00540,C00257
DB00540,C00258
DB00540,C00455
DB00540,C00457
DB00540,C00458
DB00540,C00459
DB00540,C00460
DB00540,C00103
DB00540,C00461
DB00540,C01525
DB00540,C01177
DB00540,C01178
DB00540,C01171
DB00540,C01172
DB00540,C00276
DB00540,C00907
DB00540,C00032
DB00540,C00593
DB00540,C00463
DB00540,C00283
DB00540,C00778
DB00540,C01462
DB00540,C00193
DB00540,C00470
DB00540,C00506
DB00540,C00694
DB00540,C00695
DB00540,C00092
DB00540,C00696
DB00540,C01180
DB00540,C01568
DB00540,C00913
DB00540,C01182
DB00540,C00914
DB00540,C00781
DB00540,C00782
DB00540,C00915
DB00540,C01464
DB00541,C00072
DB00541,C00843
DB00541,C01415
DB00541,C00019
DB00541,C01416
DB00541,C00021
DB00541,C00705
DB00541,C00449
DB00541,C00450
DB00541,C00099
DB00541,C00455
DB00541,C00457
DB00541,C00458
DB00541,C00459
DB00541,C00460
DB00541,C00954
DB00541,C01213
DB00541,C00461
DB00541,C00049
DB00541,C00566
DB00541,C00067
DB00541,C01011
DB00541,C01012
DB00541,C01013
DB00541,C01014
DB00541,C01417
DB00541,C00032
DB00541,C00463
DB00541,C00467
DB00541,C00469
DB00541,C01016
DB00541,C00192
DB00541,C00193
DB00541,C00470
DB00541,C01017
DB00541,C01418
DB00541,C01419
DB00542,C00798
DB00542,C00799
DB00542,C00784
DB00542,C00117
DB00542,C00445
DB00542,C00800
DB00542,C00795
DB00542,C00796
DB00542,C00006
DB00542,C01649
DB00542,C00074
DB00542,C00007
DB00542,C00566
DB00542,C00262
DB00542,C00090
DB00542,C00011
DB00543,C00826
DB00543,C01174
DB00543,C01175
DB00543,C00873
DB00543,C01004
DB00543,C00827
DB00543,C00220
DB00543,C00446
DB00543,C00903
DB00543,C00691
DB00543,C00770
DB00543,C01588
DB00543,C01461
DB00543,C01006
DB00543,C00272
DB00543,C00273
DB00543,C00904
DB00543,C00168
DB00543,C00749
DB00543,C00775
DB00543,C00886
DB00543,C00103
DB00543,C00461
DB00543,C01661
DB00543,C00835
DB00543,C01177
DB00543,C01178
DB00543,C00566
DB00543,C01171
DB00543,C01172
DB00543,C00276
DB00543,C00907
DB00543,C00032
DB00543,C00593
DB00543,C00463
DB00543,C00283
DB00543,C00778
DB00543,C01462
DB00543,C00192
DB00543,C00506
DB00543,C00694
DB00543,C00695
DB00543,C00092
DB00543,C00696
DB00543,C01180
DB00543,C01568
DB00543,C00913
DB00543,C01182
DB00543,C00914
DB00543,C00781
DB00543,C00782
DB00543,C00915
DB00544,C00296
DB00544,C00019
DB00544,C00021
DB00544,C00705
DB00544,C00099
DB00544,C00772
DB00544,C00883
DB00544,C00847
DB00544,C01201
DB00544,C00849
DB00544,C01207
DB00544,C00747
DB00544,C00748
DB00544,C00103
DB00544,C00461
DB00544,C00049
DB00544,C00074
DB00544,C01861
DB00544,C01862
DB00544,C00066
DB00544,C00067
DB00544,C00303
DB00544,C00086
DB00544,C00113
DB00544,C00032
DB00544,C00345
DB00544,C01156
DB00544,C01708
DB00544,C00090
DB00544,C01465
DB00544,C00700
DB00544,C01148
DB00544,C00092
DB00544,C01243
DB00544,C00346
DB00545,C00274
DB00545,C00421
DB00545,C00973
DB00545,C00422
DB00545,C00423
DB00545,C01151
DB00545,C00170
DB00545,C00007
DB00545,C00593
DB00545,C00283
DB00545,C01671
DB00545,C00863
DB00545,C00560
DB00545,C01863
DB00546,C00769
DB00546,C00691
DB00546,C00866
DB00546,C00868
DB00546,C00272
DB00546,C00273
DB00546,C00519
DB00546,C00455
DB00546,C00457
DB00546,C00461
DB00546,C00566
DB00546,C00593
DB00546,C00872
DB00546,C00695
DB00546,C01654
DB00547,C00071
DB00547,C00056
DB00547,C00811
DB00547,C00812
DB00547,C01103
DB00547,C01104
DB00547,C00060
DB00547,C00646
DB00547,C00131
DB00547,C00132
DB00547,C00067
DB00547,C01469
DB00547,C00815
DB00547,C01105
DB00547,C00816
DB00547,C00649
DB00547,C00817
DB00548,C00348
DB00548,C00712
DB00548,C00713
DB00548,C01864
DB00548,C01865
DB00548,C00060
DB00548,C00075
DB00548,C00303
DB00549,C00348
DB00549,C00286
DB00549,C00950
DB00549,C00288
DB00549,C01590
DB00549,C00101
DB00549,C00102
DB00549,C00771
DB00549,C00317
DB00549,C01021
DB00549,C00773
DB00549,C00739
DB00549,C00740
DB00549,C01245
DB00549,C00849
DB00549,C00747
DB00549,C00748
DB00549,C00797
DB00549,C00168
DB00549,C00749
DB00549,C00257
DB00549,C00578
DB00549,C00259
DB00549,C00455
DB00549,C00260
DB00549,C00261
DB00549,C00457
DB00549,C00900
DB00549,C00103
DB00549,C00461
DB00549,C00814
DB00549,C00566
DB00549,C00314
DB00549,C00132
DB00549,C01783
DB00549,C01784
DB00549,C00464
DB00549,C00294
DB00549,C00983
DB00549,C00584
DB00550,C00072
DB00550,C00296
DB00550,C01626
DB00550,C00314
DB00550,C00132
DB00550,C00067
DB00550,C00113
DB00550,C00345
DB00550,C00700
DB00550,C01148
DB00550,C00136
DB00550,C01866
DB00550,C01867
DB00550,C01868
DB00550,C01869
DB00550,C00159
DB00550,C00346
DB00551,C00349
DB00551,C00007
DB00551,C00214
DB00551,C00615
DB00551,C00777
DB00551,C01870
DB00551,C01871
DB00551,C00985
DB00552,C01872
DB00552,C00019
DB00552,C00021
DB00552,C00023
DB00552,C00099
DB00552,C01873
DB00552,C01162
DB00552,C00075
DB00552,C01442
DB00552,C00007
DB00552,C01874
DB00552,C00067
DB00552,C00030
DB00552,C00113
DB00552,C00032
DB00552,C01156
DB00552,C00579
DB00552,C01708
DB00552,C00580
DB00552,C01192
DB00552,C00700
DB00553,C00642
DB00553,C01749
DB00553,C00643
DB00553,C00723
DB00553,C01875
DB00553,C00100
DB00553,C01408
DB00553,C00101
DB00553,C00102
DB00553,C00743
DB00553,C00744
DB00553,C00103
DB00553,C00060
DB00553,C00075
DB00553,C01876
DB00553,C00566
DB00553,C00440
DB00553,C00441
DB00553,C01752
DB00553,C01877
DB00553,C01754
DB00553,C00090
DB00553,C01878
DB00553,C01879
DB00553,C01880
DB00553,C00724
DB00553,C00674
DB00554,C00445
DB00554,C00220
DB00554,C00590
DB00554,C00801
DB00554,C00056
DB00554,C00706
DB00554,C00707
DB00554,C01483
DB00554,C01484
DB00554,C01485
DB00554,C00057
DB00554,C00805
DB00554,C00739
DB00554,C00849
DB00554,C00797
DB00554,C00103
DB00554,C00461
DB00554,C00074
DB00554,C00075
DB00554,C00007
DB00554,C00281
DB00554,C00462
DB00554,C00709
DB00554,C00465
DB00554,C00736
DB00554,C00120
DB00554,C01015
DB00554,C01486
DB00554,C01778
DB00554,C00430
DB00554,C00090
DB00554,C00123
DB00554,C00809
DB00554,C00584
DB00554,C01125
DB00554,C01488
DB00555,C00445
DB00555,C00827
DB00555,C01199
DB00555,C00876
DB00555,C00903
DB00555,C00864
DB00555,C00505
DB00555,C01294
DB00555,C00156
DB00555,C00272
DB00555,C00273
DB00555,C01214
DB00555,C00074
DB00555,C00075
DB00555,C00276
DB00555,C01127
DB00555,C01435
DB00555,C00907
DB00555,C00593
DB00555,C00596
DB00555,C00597
DB00555,C00192
DB00555,C00193
DB00555,C00090
DB00555,C00506
DB00555,C00695
DB00555,C00092
DB00555,C01167
DB00555,C00783
DB00555,C01801
DB00555,C01093
DB00555,C00916
DB00555,C00943
DB00555,C00944
DB00556,C00001
DB00556,C00100
DB00556,C01107
DB00556,C01109
DB00556,C01881
DB00556,C01371
DB00556,C01882
DB00556,C00086
DB00556,C01113
DB00556,C00012
DB00556,C00092
DB00556,C01883
DB00556,C01884
DB00557,C00769
DB00557,C01282
DB00557,C00273
DB00557,C00168
DB00557,C00749
DB00557,C00455
DB00557,C00457
DB00557,C00459
DB00557,C00103
DB00557,C00461
DB00557,C00060
DB00557,C01885
DB00557,C01308
DB00557,C01171
DB00557,C01172
DB00557,C01173
DB00557,C01651
DB00557,C00593
DB00557,C00283
DB00557,C00193
DB00557,C00981
DB00557,C00506
DB00557,C00872
DB00557,C00092
DB00558,C00348
DB00558,C00688
DB00558,C00675
DB00558,C00097
DB00558,C00413
DB00558,C00098
DB00558,C00518
DB00558,C00139
DB00558,C00521
DB00558,C00075
DB00558,C00007
DB00558,C00689
DB00558,C00615
DB00558,C01886
DB00558,C00951
DB00558,C00724
DB00558,C01887
DB00558,C00618
DB00559,C00950
DB00559,C00795
DB00559,C01888
DB00559,C00802
DB00559,C01261
DB00559,C00448
DB00559,C00006
DB00559,C00166
DB00559,C01889
DB00559,C00797
DB00559,C00422
DB00559,C00455
DB00559,C00423
DB00559,C01412
DB00559,C00457
DB00559,C00170
DB00559,C00461
DB00559,C01890
DB00559,C00214
DB00559,C00614
DB00559,C00108
DB00559,C00468
DB00559,C00700
DB00559,C00982
DB00559,C00983
DB00559,C00584
DB00559,C00986
DB00560,C00267
DB00560,C00190
DB00560,C00097
DB00560,C00412
DB00560,C00413
DB00560,C00007
DB00560,C01891
DB00560,C01228
DB00560,C00961
DB00560,C01229
DB00561,C00220
DB00561,C00272
DB00561,C00831
DB00561,C01892
DB00561,C01348
DB00561,C01893
