drug_id,salt_id
DB04819,SAL1269
DB04819,SAL1270
DB04821,SAL1271
DB04822,SAL1272
DB04825,SAL1273
DB04828,SAL1274
DB04828,SAL1275
DB04830,SAL1276
DB04832,SAL1277
DB04834,SAL1278
DB04836,SAL1279
DB04837,SAL1280
DB04837,SAL1281
DB04840,SAL1282
DB04841,SAL1283
DB04843,SAL1284
DB04846,SAL1285
DB04849,SAL1286
DB04851,SAL1287
DB04854,SAL1288
DB04855,SAL1289
DB04860,SAL1290
DB04861,SAL1291
DB04865,SAL1292
DB04866,SAL1293
DB04866,SAL1294
DB04868,SAL1295
DB04871,SAL1296
DB04871,SAL1297
DB04881,SAL1298
DB04884,SAL1299
DB04888,SAL1300
DB04889,SAL1301
DB04890,SAL1302
DB04894,SAL1303
DB04896,SAL1304
DB04905,SAL1305
DB04908,SAL1306
DB04911,SAL1307
DB04924,SAL1308
DB04931,SAL1309
DB04932,SAL1310
DB04933,SAL1311
DB04948,SAL1312
DB04967,SAL1313
DB04972,SAL1314
DB04983,SAL1315
DB05018,SAL1316
DB05022,SAL1317
DB05025,SAL1318
DB05025,SAL1319
DB05039,SAL1320
DB05039,SAL1321
DB05063,SAL1322
DB05088,SAL1323
DB05137,SAL1324
DB05143,SAL1325
DB05220,SAL1326
DB05223,SAL1327
DB05229,SAL1328
DB05239,SAL1329
DB05255,SAL1330
DB05259,SAL1331
DB05260,SAL1332
DB05265,SAL1333
DB05271,SAL1334
DB05273,SAL1335
DB05296,SAL1336
DB05316,SAL1337
DB05351,SAL1338
DB05381,SAL1339
DB05381,SAL1340
DB05383,SAL1341
DB05395,SAL1342
DB05422,SAL1343
DB05422,SAL1344
DB05424,SAL1345
DB05460,SAL1346
DB05487,SAL1347
DB05513,SAL1348
DB05519,SAL1349
DB05528,SAL1350
DB05542,SAL1351
DB05553,SAL1352
DB05565,SAL1353
DB05575,SAL1354
DB05575,SAL1355
DB05585,SAL1356
DB05586,SAL1357
DB05590,SAL1358
DB05592,SAL1359
DB05611,SAL1360
DB05625,SAL1361
DB05626,SAL1362
DB05638,SAL1363
DB05645,SAL1364
DB05697,SAL1365
DB05710,SAL1366
DB05738,SAL1367
DB05779,SAL1368
DB05804,SAL1369
DB05808,SAL1370
DB05812,SAL1371
DB05928,SAL1372
DB05932,SAL1373
DB05938,SAL1374
DB05964,SAL1375
DB05974,SAL1376
DB06005,SAL1377
DB06013,SAL1378
DB06016,SAL1379
DB06040,SAL1380
DB06077,SAL1381
DB06090,SAL1382
DB06090,SAL1383
DB06094,SAL1384
DB06134,SAL1385
DB06140,SAL1386
DB06140,SAL1387
DB06147,SAL1388
DB06148,SAL1389
DB06150,SAL1390
DB06152,SAL1391
DB06153,SAL1392
DB06155,SAL1393
DB06156,SAL1394
DB06156,SAL1395
DB06157,SAL1396
DB06160,SAL1397
DB06174,SAL1398
DB06178,SAL1399
DB06182,SAL1400
DB06185,SAL1401
DB06187,SAL1402
DB06188,SAL1403
DB06190,SAL1404
DB06191,SAL1405
DB06193,SAL1406
DB06196,SAL1407
DB06197,SAL1408
DB06199,SAL1409
DB06202,SAL1410
DB06202,SAL1411
DB06203,SAL1412
DB06204,SAL1413
DB06206,SAL1414
DB06209,SAL1415
DB06209,SAL1416
DB06210,SAL1417
DB06210,SAL1418
DB06211,SAL1419
DB06213,SAL1420
DB06216,SAL1421
DB06217,SAL1422
DB06219,SAL1423
DB06224,SAL1424
DB06230,SAL1425
DB06230,SAL1426
DB06231,SAL1427
DB06235,SAL1428
DB06243,SAL1429
DB06249,SAL1430
DB06251,SAL1431
DB06255,SAL1432
DB06261,SAL1433
DB06263,SAL1434
DB06264,SAL1435
DB06268,SAL1436
DB06274,SAL1437
DB06282,SAL1438
DB06283,SAL1439
DB06285,SAL1440
DB06290,SAL1441
DB06292,SAL1442
DB06294,SAL1443
DB06325,SAL1444
DB06328,SAL1445
DB06333,SAL1446
DB06335,SAL1447
DB06335,SAL1448
DB06335,SAL1449
DB06346,SAL1450
DB06347,SAL1451
DB06350,SAL1452
DB06354,SAL1453
DB06358,SAL1454
DB06393,SAL1455
DB06401,SAL1456
DB06402,SAL1457
DB06406,SAL1458
DB06408,SAL1459
DB06429,SAL1460
DB06433,SAL1461
DB06441,SAL1462
DB06442,SAL1463
DB06451,SAL1464
DB06454,SAL1465
DB06458,SAL1466
DB06461,SAL1467
DB06468,SAL1468
DB06470,SAL1469
DB06477,SAL1470
DB06480,SAL1471
DB06480,SAL1472
DB06486,SAL1473
DB06497,SAL1474
DB06506,SAL1475
DB06518,SAL1476
DB06519,SAL1477
DB06525,SAL1478
DB06527,SAL1479
DB06530,SAL1480
DB06532,SAL1481
DB06556,SAL1482
DB06580,SAL1483
DB06587,SAL1484
DB06589,SAL1485
DB06590,SAL1486
DB06590,SAL1487
DB06598,SAL1488
DB06603,SAL1489
DB06603,SAL1490
DB06608,SAL1491
DB06614,SAL1492
DB06616,SAL1493
DB06618,SAL1494
DB06620,SAL1495
DB06623,SAL1496
DB06623,SAL1497
DB06634,SAL1498
DB06635,SAL1499
DB06636,SAL1500
DB06642,SAL1501
DB06645,SAL1502
DB06652,SAL1503
DB06652,SAL1504
DB06654,SAL1505
DB06660,SAL1506
DB06662,SAL1507
DB06663,SAL1508
DB06663,SAL1509
DB06663,SAL1510
DB06677,SAL1511
DB06678,SAL1512
DB06678,SAL1513
DB06684,SAL1514
DB06685,SAL1515
DB06691,SAL1516
DB06691,SAL1517
DB06694,SAL1518
DB06695,SAL1519
DB06696,SAL1520
DB06698,SAL1521
DB06698,SAL1522
DB06698,SAL1523
DB06699,SAL1524
DB06700,SAL1525
DB06700,SAL1526
DB06700,SAL1527
DB06700,SAL1528
DB06701,SAL1529
DB06702,SAL1530
DB06704,SAL1531
DB06704,SAL1532
DB06704,SAL1533
DB06704,SAL1534
DB06704,SAL1535
DB06705,SAL1536
DB06706,SAL1537
DB06709,SAL1538
DB06711,SAL1539
DB06711,SAL1540
DB06716,SAL1541
DB06717,SAL1542
DB06719,SAL1543
DB06723,SAL1544
DB06723,SAL1545
DB06726,SAL1546
DB06727,SAL1547
DB06728,SAL1548
DB06728,SAL1549
DB06728,SAL1550
DB06731,SAL1551
DB06735,SAL1552
DB06738,SAL1553
DB06738,SAL1554
DB06741,SAL1555
DB06742,SAL1556
DB06751,SAL1557
DB06753,SAL1558
DB06754,SAL1559
DB06756,SAL1560
DB06756,SAL1561
DB06757,SAL1562
DB06757,SAL1563
DB06757,SAL1564
DB06759,SAL1565
DB06762,SAL1566
DB06763,SAL1567
DB06764,SAL1568
DB06769,SAL1569
DB06769,SAL1570
DB06771,SAL1571
DB06778,SAL1572
DB06779,SAL1573
DB06785,SAL1574
DB06787,SAL1575
DB06788,SAL1576
DB06791,SAL1577
DB06792,SAL1578
DB06793,SAL1579
DB06794,SAL1580
DB06795,SAL1581
DB06796,SAL1582
DB06799,SAL1583
DB06799,SAL1584
DB06799,SAL1585
DB06799,SAL1586
DB06799,SAL1587
DB06799,SAL1588
DB06799,SAL1589
DB06800,SAL1590
DB06809,SAL1591
DB06814,SAL1592
DB06815,SAL1593
DB06815,SAL1594
DB06816,SAL1595
DB06817,SAL1596
DB06819,SAL1597
DB06820,SAL1598
DB06824,SAL1599
DB06824,SAL1600
DB06825,SAL1601
DB06825,SAL1602
DB06826,SAL1603
DB06827,SAL1604
DB07338,SAL1605
DB07556,SAL1606
DB07565,SAL1607
DB07931,SAL1608
DB08162,SAL1609
DB08387,SAL1610
DB08439,SAL1611
DB08639,SAL1612
DB08799,SAL1613
DB08799,SAL1614
DB08799,SAL1615
DB08800,SAL1616
DB08801,SAL1617
DB08802,SAL1618
DB08806,SAL1619
DB08808,SAL1620
DB08809,SAL1621
DB08810,SAL1622
DB08813,SAL1623
DB08815,SAL1624
DB08818,SAL1625
DB08818,SAL1626
DB08818,SAL1627
DB08822,SAL1628
DB08827,SAL1629
DB08834,SAL1630
DB08836,SAL1631
DB08837,SAL1632
DB08837,SAL1633
DB08837,SAL1634
DB08837,SAL1635
DB08837,SAL1636
DB08838,SAL1637
DB08839,SAL1638
DB08841,SAL1639
DB08848,SAL1640
DB08860,SAL1641
DB08860,SAL1642
DB08860,SAL1643
DB08864,SAL1644
DB08867,SAL1645
DB08868,SAL1646
DB08868,SAL1647
DB08869,SAL1648
DB08871,SAL1649
DB08875,SAL1650
DB08877,SAL1651
DB08877,SAL1652
DB08883,SAL1653
DB08884,SAL1654
DB08890,SAL1655
DB08894,SAL1656
DB08895,SAL1657
DB08896,SAL1658
DB08897,SAL1659
DB08901,SAL1660
DB08903,SAL1661
DB08907,SAL1662
DB08911,SAL1663
DB08912,SAL1664
DB08916,SAL1665
DB08918,SAL1666
DB08926,SAL1667
DB08930,SAL1668
DB08936,SAL1669
DB08941,SAL1670
DB08943,SAL1671
DB08944,SAL1672
DB08944,SAL1673
DB08945,SAL1674
DB08948,SAL1675
DB08950,SAL1676
DB08954,SAL1677
DB08956,SAL1678
DB08957,SAL1679
DB08960,SAL1680
DB08966,SAL1681
DB08967,SAL1682
DB08968,SAL1683
DB08978,SAL1684
DB08979,SAL1685
DB08982,SAL1686
DB08985,SAL1687
DB08986,SAL1688
DB08987,SAL1689
DB08988,SAL1690
DB08988,SAL1691
DB08990,SAL1692
DB08991,SAL1693
DB08992,SAL1694
DB08993,SAL1695
DB08996,SAL1696
DB08996,SAL1697
DB08997,SAL1698
DB08998,SAL1699
DB08999,SAL1700
DB09002,SAL1701
DB09003,SAL1702
DB09004,SAL1703
DB09007,SAL1704
DB09008,SAL1705
DB09009,SAL1706
DB09013,SAL1707
DB09014,SAL1708
DB09015,SAL1709
DB09016,SAL1710
DB09019,SAL1711
DB09021,SAL1712
DB09022,SAL1713
DB09026,SAL1714
DB09030,SAL1715
DB09039,SAL1716
DB09047,SAL1717
DB09049,SAL1718
DB09050,SAL1719
DB09056,SAL1720
DB09059,SAL1721
DB09060,SAL1722
DB09062,SAL1723
DB09062,SAL1724
DB09068,SAL1725
DB09068,SAL1726
DB09069,SAL1727
DB09073,SAL1728
DB09075,SAL1729
DB09075,SAL1730
DB09076,SAL1731
DB09078,SAL1732
DB09079,SAL1733
DB09080,SAL1734
DB09082,SAL1735
DB09083,SAL1736
DB09083,SAL1737
DB09084,SAL1738
DB09085,SAL1739
DB09087,SAL1740
DB09088,SAL1741
DB09089,SAL1742
DB09089,SAL1743
DB09090,SAL1744
DB09091,SAL1745
DB09092,SAL1746
DB09093,SAL1747
DB09093,SAL1748
DB09093,SAL1749
DB09095,SAL1750
DB09097,SAL1751
DB09099,SAL1752
DB09102,SAL1753
DB09110,SAL1754
DB09112,SAL1755
DB09112,SAL1756
DB09116,SAL1757
DB09125,SAL1758
DB09128,SAL1759
DB09129,SAL1760
DB09131,SAL1761
DB09132,SAL1762
DB09133,SAL1763
DB09133,SAL1764
DB09133,SAL1765
DB09133,SAL1766
DB09136,SAL1767
DB09138,SAL1768
DB09143,SAL1769
DB09154,SAL1770
DB09158,SAL1771
DB09167,SAL1772
DB09181,SAL1773
DB09183,SAL1774
DB09183,SAL1775
DB09184,SAL1776
DB09185,SAL1777
DB09194,SAL1778
DB09196,SAL1779
DB09197,SAL1780
DB09198,SAL1781
DB09200,SAL1782
DB09203,SAL1783
DB09205,SAL1784
DB09206,SAL1785
DB09212,SAL1786
DB09214,SAL1787
DB09218,SAL1788
DB09224,SAL1789
DB09226,SAL1790
DB09227,SAL1791
DB09231,SAL1792
DB09235,SAL1793
DB09237,SAL1794
DB09238,SAL1795
DB09239,SAL1796
DB09241,SAL1797
DB09242,SAL1798
DB09244,SAL1799
DB09244,SAL1800
DB09250,SAL1801
DB09255,SAL1802
DB09255,SAL1803
DB09255,SAL1804
DB09255,SAL1805
DB09255,SAL1806
DB09255,SAL1807
DB09255,SAL1808
DB09255,SAL1809
DB09255,SAL1810
DB09258,SAL1811
DB09263,SAL1812
DB09268,SAL1813
DB09268,SAL1814
DB09269,SAL1815
DB09270,SAL1816
DB09271,SAL1817
DB09274,SAL1818
DB09275,SAL1819
DB09279,SAL1820
DB09279,SAL1821
DB09281,SAL1822
DB09284,SAL1823
DB09286,SAL1824
DB09287,SAL1825
DB09288,SAL1826
DB09289,SAL1827
DB09290,SAL1828
DB09291,SAL1829
DB09291,SAL1830
DB09293,SAL1831
DB09296,SAL1832
DB09297,SAL1833
DB09298,SAL1834
DB09299,SAL1835
DB09300,SAL1836
DB09301,SAL1837
DB09301,SAL1838
DB09301,SAL1839
DB09301,SAL1840
DB09301,SAL1841
DB09301,SAL1842
DB09301,SAL1843
DB09301,SAL1844
DB09304,SAL1845
DB09305,SAL1846
DB09306,SAL1847
DB09309,SAL1848
DB09313,SAL1849
DB09313,SAL1850
DB09314,SAL1851
DB09319,SAL1852
DB09322,SAL1853
DB09322,SAL1854
DB09322,SAL1855
DB09324,SAL1856
DB09324,SAL1857
DB09330,SAL1858
DB09333,SAL1859
DB09333,SAL1860
DB09335,SAL1861
DB09338,SAL1862
DB09340,SAL1863
DB09342,SAL1864
DB09343,SAL1865
DB09345,SAL1866
DB09346,SAL1867
DB09346,SAL1868
DB09346,SAL1869
DB09346,SAL1870
DB09347,SAL1871
DB09351,SAL1872
DB09352,SAL1873
DB09355,SAL1874
DB09374,SAL1875
DB09376,SAL1876
DB09388,SAL1877
DB09395,SAL1878
DB09398,SAL1879
DB09407,SAL1880
DB09407,SAL1881
DB09415,SAL1882
DB09420,SAL1883
DB09421,SAL1884
DB09421,SAL1885
DB09421,SAL1886
DB09425,SAL1887
DB09449,SAL1888
DB09449,SAL1889
DB09456,SAL1890
DB09456,SAL1891
DB09456,SAL1892
DB09456,SAL1893
DB09456,SAL1894
DB09456,SAL1895
DB09456,SAL1896
DB09456,SAL1897
DB09472,SAL1898
DB09477,SAL1899
DB09479,SAL1900
DB09480,SAL1901
DB09481,SAL1902
DB09499,SAL1903
DB09499,SAL1904
DB09532,SAL1905
DB09552,SAL1906
DB09561,SAL1907
DB09570,SAL1908
DB10276,SAL1909
DB10276,SAL1910
DB10276,SAL1911
DB10276,SAL1912
DB10276,SAL1913
DB10276,SAL1914
DB10989,SAL1915
DB10989,SAL1916
DB11056,SAL1917
DB11059,SAL1918
DB11068,SAL1919
DB11073,SAL1920
DB11073,SAL1921
DB11074,SAL1922
DB11075,SAL1923
DB11075,SAL1924
DB11075,SAL1925
DB11075,SAL1926
DB11075,SAL1927
DB11075,SAL1928
DB11075,SAL1929
DB11075,SAL1930
DB11075,SAL1931
DB11081,SAL1932
DB11089,SAL1933
DB11089,SAL1934
DB11089,SAL1935
DB11093,SAL1936
DB11093,SAL1937
DB11105,SAL1938
DB11105,SAL1939
DB11117,SAL1940
DB11120,SAL1941
DB11123,SAL1942
DB11124,SAL1943
DB11125,SAL1944
DB11126,SAL1945
DB11127,SAL1946
DB11127,SAL1947
DB11140,SAL1948
DB11140,SAL1949
DB11145,SAL1950
DB11145,SAL1951
DB11145,SAL1952
DB11145,SAL1953
DB11145,SAL1954
DB11148,SAL1955
DB11152,SAL1956
DB11154,SAL1957
DB11156,SAL1958
DB11156,SAL1959
DB11156,SAL1960
DB11160,SAL1961
DB11160,SAL1962
DB11164,SAL1963
DB11181,SAL1964
DB11182,SAL1965
DB11182,SAL1966
DB11185,SAL1967
DB11186,SAL1968
DB11186,SAL1969
DB11192,SAL1970
DB11202,SAL1971
DB11210,SAL1972
DB11228,SAL1973
DB11228,SAL1974
DB11228,SAL1975
DB11228,SAL1976
DB11228,SAL1977
DB11228,SAL1978
DB11235,SAL1979
DB11239,SAL1980
DB11239,SAL1981
DB11248,SAL1982
DB11256,SAL1983
DB11256,SAL1984
DB11256,SAL1985
DB11273,SAL1986
DB11274,SAL1987
DB11275,SAL1988
DB11278,SAL1989
DB11279,SAL1990
DB11296,SAL1991
DB11306,SAL1992
DB11315,SAL1993
DB11318,SAL1994
DB11327,SAL1995
DB11331,SAL1996
DB11348,SAL1997
DB11348,SAL1998
DB11352,SAL1999
DB11359,SAL2000
DB11359,SAL2001
DB11363,SAL2002
DB11365,SAL2003
DB11374,SAL2004
DB11386,SAL2005
DB11393,SAL2006
DB11427,SAL2007
DB11428,SAL2008
DB11430,SAL2009
DB11441,SAL2010
DB11442,SAL2011
DB11442,SAL2012
DB11461,SAL2013
DB11461,SAL2014
DB11464,SAL2015
DB11468,SAL2016
DB11471,SAL2017
DB11475,SAL2018
DB11475,SAL2019
DB11477,SAL2020
DB11479,SAL2021
DB11481,SAL2022
DB11485,SAL2023
DB11485,SAL2024
DB11490,SAL2025
DB11491,SAL2026
DB11496,SAL2027
DB11499,SAL2028
DB11501,SAL2029
DB11502,SAL2030
DB11504,SAL2031
DB11504,SAL2032
DB11505,SAL2033
DB11507,SAL2034
DB11510,SAL2035
DB11511,SAL2036
DB11512,SAL2037
DB11513,SAL2038
DB11516,SAL2039
DB11517,SAL2040
DB11518,SAL2041
DB11519,SAL2042
DB11521,SAL2043
DB11525,SAL2044
DB11526,SAL2045
DB11528,SAL2046
DB11530,SAL2047
DB11537,SAL2048
DB11540,SAL2049
DB11541,SAL2050
DB11542,SAL2051
DB11543,SAL2052
DB11544,SAL2053
DB11545,SAL2054
DB11547,SAL2055
DB11549,SAL2056
DB11552,SAL2057
DB11554,SAL2058
DB11555,SAL2059
DB11556,SAL2060
DB11561,SAL2061
DB11575,SAL2062
DB11577,SAL2063
DB11583,SAL2064
DB11583,SAL2065
DB11584,SAL2066
DB11587,SAL2067
DB11594,SAL2068
DB11596,SAL2069
DB11596,SAL2070
DB11596,SAL2071
DB11602,SAL2072
DB11602,SAL2073
DB11602,SAL2074
DB11602,SAL2075
DB11602,SAL2076
DB11602,SAL2077
DB11602,SAL2078
DB11602,SAL2079
DB11602,SAL2080
DB11602,SAL2081
DB11602,SAL2082
DB11602,SAL2083
DB11602,SAL2084
DB11609,SAL2085
DB11610,SAL2086
DB11611,SAL2087
DB11614,SAL2088
DB11614,SAL2089
DB11616,SAL2090
DB11617,SAL2091
DB11618,SAL2092
DB11620,SAL2093
DB11622,SAL2094
DB11627,SAL2095
DB11627,SAL2096
DB11628,SAL2097
DB11640,SAL2098
DB11641,SAL2099
DB11642,SAL2100
DB11644,SAL2101
DB11648,SAL2102
DB11653,SAL2103
DB11659,SAL2104
DB11659,SAL2105
DB11659,SAL2106
DB11659,SAL2107
DB11659,SAL2108
DB11666,SAL2109
DB11673,SAL2110
DB11673,SAL2111
DB11675,SAL2112
DB11689,SAL2113
DB11691,SAL2114
DB11695,SAL2115
DB11695,SAL2116
DB11699,SAL2117
DB11699,SAL2118
DB11700,SAL2119
DB11703,SAL2120
DB11706,SAL2121
DB11706,SAL2122
DB11710,SAL2123
DB11711,SAL2124
DB11723,SAL2125
DB11724,SAL2126
DB11726,SAL2127
DB11730,SAL2128
DB11730,SAL2129
DB11732,SAL2130
DB11737,SAL2131
DB11738,SAL2132
DB11741,SAL2133
DB11744,SAL2134
DB11745,SAL2135
DB11751,SAL2136
DB11753,SAL2137
DB11758,SAL2138
DB11759,SAL2139
DB11760,SAL2140
DB11761,SAL2141
DB11763,SAL2142
DB11763,SAL2143
DB11774,SAL2144
DB11775,SAL2145
DB11779,SAL2146
DB11783,SAL2147
DB11785,SAL2148
DB11787,SAL2149
DB11789,SAL2150
DB11790,SAL2151
DB11791,SAL2152
DB11793,SAL2153
DB11793,SAL2154
DB11793,SAL2155
DB11796,SAL2156
DB11799,SAL2157
DB11800,SAL2158
DB11807,SAL2159
DB11808,SAL2160
DB11809,SAL2161
DB11812,SAL2162
DB11815,SAL2163
DB11815,SAL2164
DB11815,SAL2165
DB11819,SAL2166
DB11823,SAL2167
DB11824,SAL2168
DB11827,SAL2169
DB11828,SAL2170
DB11829,SAL2171
DB11829,SAL2172
DB11830,SAL2173
DB11832,SAL2174
DB11836,SAL2175
DB11836,SAL2176
DB11837,SAL2177
DB11842,SAL2178
DB11846,SAL2179
DB11854,SAL2180
DB11885,SAL2181
DB11886,SAL2182
DB11886,SAL2183
DB11886,SAL2184
DB11886,SAL2185
DB11890,SAL2186
DB11891,SAL2187
DB11895,SAL2188
DB11904,SAL2189
DB11909,SAL2190
DB11912,SAL2191
DB11915,SAL2192
DB11918,SAL2193
DB11924,SAL2194
DB11929,SAL2195
DB11935,SAL2196
DB11938,SAL2197
DB11941,SAL2198
DB11943,SAL2199
DB11947,SAL2200
DB11949,SAL2201
DB11957,SAL2202
DB11960,SAL2203
DB11963,SAL2204
DB11969,SAL2205
DB11975,SAL2206
DB11977,SAL2207
DB11978,SAL2208
DB11978,SAL2209
DB11979,SAL2210
DB11981,SAL2211
DB11995,SAL2212
DB12001,SAL2213
DB12004,SAL2214
DB12008,SAL2215
DB12008,SAL2216
DB12010,SAL2217
DB12013,SAL2218
DB12017,SAL2219
DB12017,SAL2220
DB12020,SAL2221
DB12022,SAL2222
DB12035,SAL2223
DB12036,SAL2224
DB12046,SAL2225
DB12054,SAL2226
DB12061,SAL2227
DB12062,SAL2228
DB12068,SAL2229
DB12071,SAL2230
DB12086,SAL2231
DB12088,SAL2232
DB12091,SAL2233
DB12093,SAL2234
DB12094,SAL2235
DB12094,SAL2236
DB12095,SAL2237
DB12105,SAL2238
DB12110,SAL2239
DB12110,SAL2240
DB12111,SAL2241
DB12123,SAL2242
DB12127,SAL2243
DB12127,SAL2244
DB12128,SAL2245
DB12134,SAL2246
DB12134,SAL2247
DB12140,SAL2248
DB12141,SAL2249
DB12143,SAL2250
DB12146,SAL2251
DB12151,SAL2252
DB12153,SAL2253
DB12154,SAL2254
DB12163,SAL2255
DB12184,SAL2256
DB12185,SAL2257
DB12190,SAL2258
DB12191,SAL2259
DB12192,SAL2260
DB12192,SAL2261
DB12196,SAL2262
DB12207,SAL2263
DB12212,SAL2264
DB12220,SAL2265
DB12225,SAL2266
DB12228,SAL2267
DB12229,SAL2268
DB12230,SAL2269
DB12234,SAL2270
DB12234,SAL2271
DB12235,SAL2272
DB12248,SAL2273
DB12251,SAL2274
DB12264,SAL2275
DB12273,SAL2276
DB12277,SAL2277
DB12278,SAL2278
DB12282,SAL2279
DB12283,SAL2280
DB12289,SAL2281
DB12293,SAL2282
DB12305,SAL2283
DB12313,SAL2284
DB12314,SAL2285
DB12321,SAL2286
DB12329,SAL2287
DB12332,SAL2288
DB12332,SAL2289
DB12333,SAL2290
DB12339,SAL2291
DB12340,SAL2292
DB12343,SAL2293
DB12353,SAL2294
DB12357,SAL2295
DB12359,SAL2296
DB12369,SAL2297
DB12371,SAL2298
DB12375,SAL2299
DB12377,SAL2300
DB12389,SAL2301
DB12390,SAL2302
DB12392,SAL2303
DB12394,SAL2304
DB12402,SAL2305
DB12403,SAL2306
DB12404,SAL2307
DB12404,SAL2308
DB12405,SAL2309
DB12418,SAL2310
DB12418,SAL2311
DB12418,SAL2312
DB12442,SAL2313
DB12455,SAL2314
DB12457,SAL2315
DB12458,SAL2316
DB12459,SAL2317
DB12471,SAL2318
DB12471,SAL2319
DB12483,SAL2320
DB12483,SAL2321
DB12485,SAL2322
DB12500,SAL2323
DB12526,SAL2324
DB12543,SAL2325
DB12554,SAL2326
DB12577,SAL2327
DB12597,SAL2328
DB12598,SAL2329
DB12604,SAL2330
DB12605,SAL2331
DB12612,SAL2332
DB12615,SAL2333
DB12624,SAL2334
DB12638,SAL2335
DB12645,SAL2336
DB12664,SAL2337
DB12668,SAL2338
DB12692,SAL2339
DB12712,SAL2340
DB12742,SAL2341
DB12755,SAL2342
DB12766,SAL2343
DB12769,SAL2344
DB12777,SAL2345
DB12778,SAL2346
DB12783,SAL2347
DB12784,SAL2348
DB12825,SAL2349
DB12831,SAL2350
DB12846,SAL2351
DB12865,SAL2352
DB12874,SAL2353
DB12879,SAL2354
DB12882,SAL2355
DB12883,SAL2356
DB12887,SAL2357
DB12901,SAL2358
DB12923,SAL2359
DB12930,SAL2360
DB12931,SAL2361
DB12931,SAL2362
DB12942,SAL2363
DB12945,SAL2364
DB12958,SAL2365
DB12958,SAL2366
DB12967,SAL2367
DB12975,SAL2368
DB12978,SAL2369
DB12997,SAL2370
DB13001,SAL2371
DB13005,SAL2372
DB13025,SAL2373
DB13061,SAL2374
DB13064,SAL2375
DB13069,SAL2376
DB13074,SAL2377
DB13076,SAL2378
DB13076,SAL2379
DB13080,SAL2380
DB13084,SAL2381
DB13089,SAL2382
DB13089,SAL2383
DB13089,SAL2384
DB13091,SAL2385
DB13092,SAL2386
DB13098,SAL2387
DB13103,SAL2388
DB13105,SAL2389
DB13115,SAL2390
DB13139,SAL2391
DB13139,SAL2392
DB13139,SAL2393
DB13142,SAL2394
DB13155,SAL2395
DB13158,SAL2396
DB13161,SAL2397
DB13165,SAL2398
DB13166,SAL2399
DB13180,SAL2400
DB13181,SAL2401
DB13190,SAL2402
DB13190,SAL2403
DB13191,SAL2404
DB13203,SAL2405
DB13206,SAL2406
DB13211,SAL2407
DB13216,SAL2408
DB13216,SAL2409
DB13229,SAL2410
DB13233,SAL2411
DB13235,SAL2412
DB13235,SAL2413
DB13238,SAL2414
DB13247,SAL2415
DB13254,SAL2416
DB13257,SAL2417
DB13257,SAL2418
DB13257,SAL2419
DB13257,SAL2420
DB13260,SAL2421
DB13262,SAL2422
DB13266,SAL2423
DB13270,SAL2424
DB13273,SAL2425
DB13282,SAL2426
DB13282,SAL2427
DB13296,SAL2428
DB13309,SAL2429
DB13312,SAL2430
DB13337,SAL2431
DB13345,SAL2432
DB13373,SAL2433
DB13377,SAL2434
DB13385,SAL2435
DB13393,SAL2436
DB13393,SAL2437
DB13393,SAL2438
DB13394,SAL2439
DB13400,SAL2440
DB13414,SAL2441
DB13434,SAL2442
DB13435,SAL2443
DB13444,SAL2444
DB13444,SAL2445
DB13445,SAL2446
DB13470,SAL2447
DB13481,SAL2448
DB13488,SAL2449
DB13497,SAL2450
DB13500,SAL2451
DB13501,SAL2452
DB13508,SAL2453
DB13515,SAL2454
DB13518,SAL2455
DB13529,SAL2456
DB13529,SAL2457
DB13539,SAL2458
DB13549,SAL2459
DB13550,SAL2460
DB13561,SAL2461
DB13565,SAL2462
DB13569,SAL2463
DB13573,SAL2464
DB13574,SAL2465
DB13585,SAL2466
DB13588,SAL2467
DB13619,SAL2468
DB13624,SAL2469
DB13630,SAL2470
DB13642,SAL2471
DB13648,SAL2472
DB13660,SAL2473
DB13667,SAL2474
DB13669,SAL2475
DB13670,SAL2476
DB13674,SAL2477
DB13681,SAL2478
DB13682,SAL2479
DB13683,SAL2480
DB13692,SAL2481
DB13693,SAL2482
DB13694,SAL2483
DB13700,SAL2484
DB13720,SAL2485
DB13729,SAL2486
DB13751,SAL2487
DB13751,SAL2488
DB13753,SAL2489
DB13755,SAL2490
DB13759,SAL2491
DB13772,SAL2492
DB13774,SAL2493
DB13775,SAL2494
DB13779,SAL2495
DB13781,SAL2496
DB13787,SAL2497
DB13787,SAL2498
DB13787,SAL2499
DB13787,SAL2500
DB13800,SAL2501
DB13808,SAL2502
DB13823,SAL2503
DB13827,SAL2504
DB13844,SAL2505
DB13845,SAL2506
DB13850,SAL2507
DB13858,SAL2508
DB13862,SAL2509
DB13862,SAL2510
DB13863,SAL2511
DB13873,SAL2512
DB13874,SAL2513
DB13875,SAL2514
DB13875,SAL2515
DB13914,SAL2516
DB13917,SAL2517
DB13920,SAL2518
DB13930,SAL2519
DB13931,SAL2520
DB13931,SAL2521
DB13941,SAL2522
DB13950,SAL2523
DB13967,SAL2524
DB13967,SAL2525
DB13970,SAL2526
DB13976,SAL2527
DB13979,SAL2528
DB13980,SAL2529
DB13982,SAL2530
DB13987,SAL2531
DB13988,SAL2532
DB14007,SAL2533
DB14007,SAL2534
DB14018,SAL2535
DB14025,SAL2536
DB14034,SAL2537
DB14035,SAL2538
DB14044,SAL2539
