drug_id,synonym_id
DB02327,SYN12045
DB02328,SYN12046
DB02329,SYN12047
DB02329,SYN12048
DB02331,SYN12049
DB02332,SYN12050
DB02333,SYN12051
DB02334,SYN12052
DB02337,SYN12053
DB02338,SYN12054
DB02338,SYN12055
DB02338,SYN12056
DB02338,SYN12057
DB02339,SYN12058
DB02340,SYN12059
DB02342,SYN12060
DB02342,SYN12061
DB02342,SYN12062
DB02342,SYN12063
DB02342,SYN12064
DB02342,SYN12065
DB02342,SYN12066
DB02343,SYN12067
DB02345,SYN12068
DB02345,SYN12069
DB02345,SYN12070
DB02345,SYN12071
DB02346,SYN12072
DB02347,SYN12073
DB02348,SYN12074
DB02348,SYN12075
DB02348,SYN12076
DB02348,SYN12077
DB02349,SYN12078
DB02350,SYN12079
DB02352,SYN12080
DB02353,SYN12081
DB02354,SYN12082
DB02355,SYN12083
DB02356,SYN12084
DB02357,SYN12085
DB02359,SYN12086
DB02360,SYN12087
DB02361,SYN12088
DB02362,SYN12089
DB02362,SYN12090
DB02362,SYN12091
DB02362,SYN12092
DB02362,SYN12093
DB02362,SYN12094
DB02362,SYN12095
DB02362,SYN12096
DB02362,SYN12097
DB02363,SYN12098
DB02364,SYN12099
DB02365,SYN12100
DB02367,SYN12101
DB02368,SYN12102
DB02369,SYN12103
DB02370,SYN12104
DB02371,SYN12105
DB02372,SYN12106
DB02373,SYN12107
DB02374,SYN12108
DB02375,SYN12109
DB02375,SYN12110
DB02375,SYN12111
DB02375,SYN12112
DB02375,SYN12113
DB02375,SYN12114
DB02375,SYN12115
DB02375,SYN12116
DB02375,SYN12117
DB02376,SYN12118
DB02377,SYN12119
DB02379,SYN12120
DB02379,SYN12121
DB02379,SYN12122
DB02379,SYN12123
DB02379,SYN12124
DB02379,SYN12125
DB02380,SYN12126
DB02380,SYN12127
DB02380,SYN12128
DB02381,SYN12129
DB02381,SYN12130
DB02381,SYN12131
DB02381,SYN12132
DB02382,SYN12133
DB02383,SYN12134
DB02384,SYN12135
DB02385,SYN12136
DB02385,SYN12137
DB02385,SYN12138
DB02385,SYN12139
DB02385,SYN12140
DB02386,SYN12141
DB02388,SYN12142
DB02390,SYN12143
DB02391,SYN12144
DB02393,SYN12145
DB02394,SYN12146
DB02395,SYN12147
DB02396,SYN12148
DB02397,SYN12149
DB02397,SYN12150
DB02397,SYN12151
DB02398,SYN12152
DB02399,SYN12153
DB02399,SYN12154
DB02399,SYN12155
DB02399,SYN12156
DB02401,SYN12157
DB02402,SYN12158
DB02403,SYN12159
DB02404,SYN12160
DB02405,SYN12161
DB02406,SYN12162
DB02406,SYN12163
DB02407,SYN12164
DB02408,SYN12165
DB02409,SYN12166
DB02410,SYN12167
DB02411,SYN12168
DB02412,SYN12169
DB02413,SYN12170
DB02414,SYN12171
DB02414,SYN12172
DB02414,SYN12173
DB02414,SYN12174
DB02414,SYN12175
DB02414,SYN12176
DB02415,SYN12177
DB02416,SYN12178
DB02419,SYN12179
DB02420,SYN12180
DB02421,SYN12181
DB02422,SYN12182
DB02423,SYN12183
DB02423,SYN12184
DB02425,SYN12185
DB02425,SYN12186
DB02425,SYN12187
DB02425,SYN12188
DB02425,SYN12189
DB02425,SYN12190
DB02426,SYN12191
DB02427,SYN12192
DB02428,SYN12193
DB02429,SYN12194
DB02430,SYN12195
DB02431,SYN12196
DB02433,SYN12197
DB02434,SYN12198
DB02435,SYN12199
DB02436,SYN12200
DB02437,SYN12201
DB02438,SYN12202
DB02441,SYN12203
DB02442,SYN12204
DB02443,SYN12205
DB02445,SYN12206
DB02446,SYN12207
DB02446,SYN12208
DB02446,SYN12209
DB02446,SYN12210
DB02446,SYN12211
DB02446,SYN12212
DB02446,SYN12213
DB02446,SYN12214
DB02447,SYN12215
DB02449,SYN12216
DB02450,SYN12217
DB02451,SYN12218
DB02452,SYN12219
DB02452,SYN12220
DB02452,SYN12221
DB02452,SYN12222
DB02452,SYN12223
DB02452,SYN12224
DB02452,SYN12225
DB02453,SYN12226
DB02453,SYN12227
DB02453,SYN12228
DB02454,SYN12229
DB02455,SYN12230
DB02456,SYN12231
DB02456,SYN12232
DB02456,SYN12233
DB02456,SYN12234
DB02456,SYN12235
DB02456,SYN12236
DB02456,SYN12237
DB02457,SYN12238
DB02458,SYN12239
DB02458,SYN12240
DB02458,SYN12241
DB02458,SYN12242
DB02459,SYN12243
DB02459,SYN12244
DB02459,SYN12245
DB02460,SYN12246
DB02460,SYN12247
DB02460,SYN12248
DB02461,SYN12249
DB02462,SYN12250
DB02463,SYN12251
DB02464,SYN12252
DB02465,SYN12253
DB02465,SYN12254
DB02465,SYN12255
DB02466,SYN12256
DB02467,SYN12257
DB02468,SYN12258
DB02469,SYN12259
DB02470,SYN12260
DB02471,SYN12261
DB02472,SYN12262
DB02472,SYN12263
DB02473,SYN12264
DB02474,SYN12265
DB02475,SYN12266
DB02475,SYN12267
DB02475,SYN12268
DB02475,SYN12269
DB02477,SYN12270
DB02479,SYN12271
DB02480,SYN12272
DB02481,SYN12273
DB02482,SYN12274
DB02483,SYN12275
DB02484,SYN12276
DB02485,SYN12277
DB02488,SYN12278
DB02489,SYN12279
DB02490,SYN12280
DB02491,SYN12281
DB02492,SYN12282
DB02493,SYN12283
DB02493,SYN12284
DB02493,SYN12285
DB02494,SYN12286
DB02494,SYN12287
DB02494,SYN12288
DB02494,SYN12289
DB02494,SYN12290
DB02494,SYN12291
DB02495,SYN12292
DB02495,SYN12293
DB02496,SYN12294
DB02497,SYN12295
DB02498,SYN12296
DB02499,SYN12297
DB02500,SYN12298
DB02500,SYN12299
DB02500,SYN12300
DB02501,SYN12301
DB02501,SYN12302
DB02501,SYN12303
DB02501,SYN12304
DB02502,SYN12305
DB02502,SYN12306
DB02502,SYN12307
DB02502,SYN12308
DB02502,SYN12309
DB02502,SYN12310
DB02503,SYN12311
DB02504,SYN12312
DB02505,SYN12313
DB02506,SYN12314
DB02508,SYN12315
DB02510,SYN12316
DB02511,SYN12317
DB02511,SYN12318
DB02512,SYN12319
DB02513,SYN12320
DB02513,SYN12321
DB02513,SYN12322
DB02513,SYN12323
DB02514,SYN12324
DB02515,SYN12325
DB02515,SYN12326
DB02515,SYN12327
DB02515,SYN12328
DB02515,SYN12329
DB02515,SYN12330
DB02515,SYN12331
DB02515,SYN12332
DB02515,SYN12333
DB02516,SYN12334
DB02516,SYN12335
DB02516,SYN12336
DB02516,SYN12337
DB02517,SYN12338
DB02518,SYN12339
DB02518,SYN12340
DB02518,SYN12341
DB02518,SYN12342
DB02518,SYN12343
DB02518,SYN12344
DB02518,SYN12345
DB02518,SYN12346
DB02518,SYN12347
DB02519,SYN12348
DB02520,SYN12349
DB02520,SYN12350
DB02520,SYN12351
DB02520,SYN12352
DB02520,SYN12353
DB02520,SYN12354
DB02521,SYN12355
DB02521,SYN12356
DB02521,SYN12357
DB02522,SYN12358
DB02523,SYN12359
DB02524,SYN12360
DB02525,SYN12361
DB02527,SYN12362
DB02527,SYN12363
DB02527,SYN12364
DB02527,SYN12365
DB02527,SYN12366
DB02527,SYN12367
DB02527,SYN12368
DB02527,SYN12369
DB02527,SYN12370
DB02528,SYN12371
DB02529,SYN12372
DB02530,SYN12373
DB02530,SYN12374
DB02530,SYN12375
DB02530,SYN12376
DB02530,SYN12377
DB02530,SYN12378
DB02530,SYN12379
DB02530,SYN12380
DB02530,SYN12381
DB02530,SYN12382
DB02530,SYN12383
DB02530,SYN12384
DB02530,SYN12385
DB02531,SYN12386
DB02531,SYN12387
DB02531,SYN12388
DB02531,SYN12389
DB02531,SYN12390
DB02531,SYN12391
DB02531,SYN12392
DB02531,SYN12393
DB02531,SYN12394
DB02531,SYN12395
DB02531,SYN12396
DB02531,SYN12397
DB02531,SYN12398
DB02531,SYN12399
DB02532,SYN12400
DB02535,SYN12401
DB02536,SYN12402
DB02536,SYN12403
DB02536,SYN12404
DB02536,SYN12405
DB02536,SYN12406
DB02536,SYN12407
DB02537,SYN12408
DB02538,SYN12409
DB02540,SYN12410
DB02541,SYN12411
DB02542,SYN12412
DB02543,SYN12413
DB02544,SYN12414
DB02545,SYN12415
DB02546,SYN12416
DB02546,SYN12417
DB02546,SYN12418
DB02546,SYN12419
DB02546,SYN12420
DB02546,SYN12421
DB02546,SYN12422
DB02547,SYN12423
DB02548,SYN12424
DB02548,SYN12425
DB02548,SYN12426
DB02548,SYN12427
DB02548,SYN12428
DB02548,SYN12429
DB02549,SYN12430
DB02549,SYN12431
DB02550,SYN12432
DB02551,SYN12433
DB02552,SYN12434
DB02553,SYN12435
DB02554,SYN12436
DB02556,SYN12437
DB02557,SYN12438
DB02558,SYN12439
DB02559,SYN12440
DB02560,SYN12441
DB02561,SYN12442
DB02562,SYN12443
DB02563,SYN12444
DB02563,SYN12445
DB02563,SYN12446
DB02563,SYN12447
DB02563,SYN12448
DB02563,SYN12449
DB02563,SYN12450
DB02563,SYN12451
DB02563,SYN12452
DB02565,SYN12453
DB02565,SYN12454
DB02565,SYN12455
DB02566,SYN12456
DB02567,SYN12457
DB02568,SYN12458
DB02568,SYN12459
DB02569,SYN12460
DB02571,SYN12461
DB02571,SYN12462
DB02571,SYN12463
DB02571,SYN12464
DB02571,SYN12465
DB02571,SYN12466
DB02572,SYN12467
DB02573,SYN12468
DB02574,SYN12469
DB02576,SYN12470
DB02577,SYN12471
DB02578,SYN12472
DB02578,SYN12473
DB02579,SYN12474
DB02579,SYN12475
DB02579,SYN12476
DB02579,SYN12477
DB02579,SYN12478
DB02579,SYN12479
DB02579,SYN12480
DB02580,SYN12481
DB02580,SYN12482
DB02582,SYN12483
DB02583,SYN12484
DB02585,SYN12485
DB02586,SYN12486
DB02587,SYN12487
DB02587,SYN12488
DB02587,SYN12489
DB02587,SYN12490
DB02587,SYN12491
DB02587,SYN12492
DB02587,SYN12493
DB02588,SYN12494
DB02589,SYN12495
DB02590,SYN12496
DB02590,SYN12497
DB02590,SYN12498
DB02590,SYN12499
DB02592,SYN12500
DB02593,SYN12501
DB02594,SYN12502
DB02594,SYN12503
DB02594,SYN12504
DB02594,SYN12505
DB02594,SYN12506
DB02594,SYN12507
DB02594,SYN12508
DB02594,SYN12509
DB02594,SYN12510
DB02594,SYN12511
DB02594,SYN12512
DB02594,SYN12513
DB02594,SYN12514
DB02594,SYN12515
DB02595,SYN12516
DB02596,SYN12517
DB02596,SYN12518
DB02596,SYN12519
DB02596,SYN12520
DB02596,SYN12521
DB02597,SYN12522
DB02598,SYN12523
DB02599,SYN12524
DB02600,SYN12525
DB02600,SYN12526
DB02601,SYN12527
DB02601,SYN12528
DB02601,SYN12529
DB02601,SYN12530
DB02601,SYN12531
DB02603,SYN12532
DB02604,SYN12533
DB02606,SYN12534
DB02607,SYN12535
DB02608,SYN12536
DB02609,SYN12537
DB02610,SYN12538
DB02611,SYN12539
DB02613,SYN12540
DB02613,SYN12541
DB02613,SYN12542
DB02613,SYN12543
DB02613,SYN12544
DB02613,SYN12545
DB02613,SYN12546
DB02614,SYN12547
DB02615,SYN12548
DB02617,SYN12549
DB02618,SYN12550
DB02619,SYN12551
DB02621,SYN12552
DB02621,SYN12553
DB02621,SYN12554
DB02621,SYN12555
DB02622,SYN12556
DB02623,SYN12557
DB02624,SYN12558
DB02625,SYN12559
DB02626,SYN12560
DB02627,SYN12561
DB02628,SYN12562
DB02629,SYN12563
DB02629,SYN12564
DB02630,SYN12565
DB02630,SYN12566
DB02630,SYN12567
DB02632,SYN12568
DB02632,SYN12569
DB02632,SYN12570
DB02632,SYN12571
DB02632,SYN12572
DB02632,SYN12573
DB02632,SYN12574
DB02632,SYN12575
DB02632,SYN12576
DB02632,SYN12577
DB02632,SYN12578
DB02632,SYN12579
DB02633,SYN12580
DB02635,SYN12581
DB02636,SYN12582
DB02637,SYN12583
DB02638,SYN12584
DB02638,SYN12585
DB02638,SYN12586
DB02638,SYN12587
DB02638,SYN12588
DB02639,SYN12589
DB02639,SYN12590
DB02639,SYN12591
DB02639,SYN12592
DB02640,SYN12593
DB02640,SYN12594
DB02642,SYN12595
DB02643,SYN12596
DB02644,SYN12597
DB02645,SYN12598
DB02646,SYN12599
DB02647,SYN12600
DB02648,SYN12601
DB02650,SYN12602
DB02650,SYN12603
DB02650,SYN12604
DB02650,SYN12605
DB02650,SYN12606
DB02650,SYN12607
DB02651,SYN12608
DB02652,SYN12609
DB02654,SYN12610
DB02654,SYN12611
DB02654,SYN12612
DB02654,SYN12613
DB02654,SYN12614
DB02656,SYN12615
DB02657,SYN12616
DB02658,SYN12617
DB02659,SYN12618
DB02660,SYN12619
DB02661,SYN12620
DB02662,SYN12621
DB02663,SYN12622
DB02664,SYN12623
DB02665,SYN12624
DB02665,SYN12625
DB02666,SYN12626
DB02667,SYN12627
DB02667,SYN12628
DB02667,SYN12629
DB02667,SYN12630
DB02670,SYN12631
DB02671,SYN12632
DB02673,SYN12633
DB02674,SYN12634
DB02675,SYN12635
DB02676,SYN12636
DB02677,SYN12637
DB02678,SYN12638
DB02678,SYN12639
DB02678,SYN12640
DB02678,SYN12641
DB02678,SYN12642
DB02678,SYN12643
DB02679,SYN12644
DB02680,SYN12645
DB02680,SYN12646
DB02680,SYN12647
DB02680,SYN12648
DB02680,SYN12649
DB02681,SYN12650
DB02683,SYN12651
DB02684,SYN12652
DB02684,SYN12653
DB02685,SYN12654
DB02686,SYN12655
DB02688,SYN12656
DB02689,SYN12657
DB02691,SYN12658
DB02691,SYN12659
DB02693,SYN12660
DB02693,SYN12661
DB02694,SYN12662
DB02695,SYN12663
DB02696,SYN12664
DB02697,SYN12665
DB02698,SYN12666
DB02699,SYN12667
DB02700,SYN12668
DB02701,SYN12669
DB02701,SYN12670
DB02701,SYN12671
DB02701,SYN12672
DB02701,SYN12673
DB02701,SYN12674
DB02701,SYN12675
DB02701,SYN12676
DB02703,SYN12677
DB02703,SYN12678
DB02703,SYN12679
DB02703,SYN12680
DB02703,SYN12681
DB02703,SYN12682
DB02703,SYN12683
DB02703,SYN12684
DB02703,SYN12685
DB02704,SYN12686
DB02704,SYN12687
DB02705,SYN12688
DB02706,SYN12689
DB02707,SYN12690
DB02709,SYN12691
DB02709,SYN12692
DB02709,SYN12693
DB02709,SYN12694
DB02709,SYN12695
DB02709,SYN12696
DB02709,SYN12697
DB02709,SYN12698
DB02709,SYN12699
DB02709,SYN12700
DB02710,SYN12701
DB02711,SYN12702
DB02712,SYN12703
DB02712,SYN12704
DB02712,SYN12705
DB02714,SYN12706
DB02714,SYN12707
DB02714,SYN12708
DB02714,SYN12709
DB02714,SYN12710
DB02715,SYN12711
DB02716,SYN12712
DB02716,SYN12713
DB02716,SYN12714
DB02717,SYN12715
DB02719,SYN12716
DB02719,SYN12717
DB02720,SYN12718
DB02721,SYN12719
DB02722,SYN12720
DB02723,SYN12721
DB02724,SYN12722
DB02725,SYN12723
DB02726,SYN12724
DB02727,SYN12725
DB02727,SYN12726
DB02728,SYN12727
DB02729,SYN12728
DB02730,SYN12729
DB02731,SYN12730
DB02731,SYN12731
DB02731,SYN12732
DB02731,SYN12733
DB02732,SYN12734
DB02732,SYN12735
DB02733,SYN12736
DB02734,SYN12737
DB02735,SYN12738
DB02738,SYN12739
DB02743,SYN12740
DB02743,SYN12741
DB02743,SYN12742
DB02743,SYN12743
DB02743,SYN12744
DB02745,SYN12745
DB02745,SYN12746
DB02746,SYN12747
DB02747,SYN12748
DB02749,SYN12749
DB02750,SYN12750
DB02751,SYN12751
DB02751,SYN12752
DB02751,SYN12753
DB02751,SYN12754
DB02751,SYN12755
DB02751,SYN12756
DB02751,SYN12757
DB02752,SYN12758
DB02753,SYN12759
DB02754,SYN12760
DB02755,SYN12761
DB02756,SYN12762
DB02757,SYN12763
DB02757,SYN12764
DB02757,SYN12765
DB02757,SYN12766
DB02758,SYN12767
DB02758,SYN12768
DB02758,SYN12769
DB02758,SYN12770
DB02758,SYN12771
DB02758,SYN12772
DB02758,SYN12773
DB02758,SYN12774
DB02758,SYN12775
DB02758,SYN12776
DB02759,SYN12777
DB02759,SYN12778
DB02759,SYN12779
DB02760,SYN12780
DB02761,SYN12781
DB02763,SYN12782
DB02765,SYN12783
DB02765,SYN12784
DB02766,SYN12785
DB02767,SYN12786
DB02767,SYN12787
DB02767,SYN12788
DB02767,SYN12789
DB02767,SYN12790
DB02767,SYN12791
DB02767,SYN12792
DB02767,SYN12793
DB02767,SYN12794
DB02767,SYN12795
DB02768,SYN12796
DB02770,SYN12797
DB02772,SYN12798
DB02772,SYN12799
DB02772,SYN12800
DB02772,SYN12801
DB02772,SYN12802
DB02772,SYN12803
DB02772,SYN12804
DB02772,SYN12805
DB02772,SYN12806
DB02772,SYN12807
DB02773,SYN12808
DB02774,SYN12809
DB02774,SYN12810
DB02774,SYN12811
DB02774,SYN12812
DB02774,SYN12813
DB02774,SYN12814
DB02774,SYN12815
DB02776,SYN12816
DB02777,SYN12817
DB02778,SYN12818
DB02779,SYN12819
DB02779,SYN12820
DB02779,SYN12821
DB02779,SYN12822
DB02779,SYN12823
DB02779,SYN12824
DB02779,SYN12825
DB02779,SYN12826
DB02779,SYN12827
DB02780,SYN12828
DB02781,SYN12829
DB02783,SYN12830
DB02784,SYN12831
DB02784,SYN12832
DB02784,SYN12833
DB02785,SYN12834
DB02786,SYN12835
DB02787,SYN12836
DB02788,SYN12837
DB02788,SYN12838
DB02789,SYN12839
DB02790,SYN12840
DB02792,SYN12841
DB02793,SYN12842
DB02794,SYN12843
DB02796,SYN12844
DB02797,SYN12845
DB02798,SYN12846
DB02799,SYN12847
DB02800,SYN12848
DB02801,SYN12849
DB02802,SYN12850
DB02802,SYN12851
DB02802,SYN12852
DB02803,SYN12853
DB02804,SYN12854
DB02805,SYN12855
DB02805,SYN12856
DB02805,SYN12857
DB02807,SYN12858
DB02807,SYN12859
DB02808,SYN12860
DB02809,SYN12861
DB02810,SYN12862
DB02811,SYN12863
DB02811,SYN12864
DB02811,SYN12865
DB02811,SYN12866
DB02811,SYN12867
DB02811,SYN12868
DB02811,SYN12869
DB02811,SYN12870
DB02812,SYN12871
DB02813,SYN12872
DB02814,SYN12873
DB02816,SYN12874
DB02817,SYN12875
DB02818,SYN12876
DB02819,SYN12877
DB02820,SYN12878
DB02821,SYN12879
DB02822,SYN12880
DB02823,SYN12881
DB02824,SYN12882
DB02825,SYN12883
DB02827,SYN12884
DB02828,SYN12885
DB02829,SYN12886
DB02831,SYN12887
DB02831,SYN12888
DB02832,SYN12889
DB02833,SYN12890
DB02835,SYN12891
DB02836,SYN12892
DB02837,SYN12893
DB02837,SYN12894
DB02838,SYN12895
DB02840,SYN12896
DB02841,SYN12897
DB02842,SYN12898
DB02842,SYN12899
DB02843,SYN12900
DB02843,SYN12901
DB02844,SYN12902
DB02845,SYN12903
DB02846,SYN12904
DB02846,SYN12905
DB02846,SYN12906
DB02846,SYN12907
DB02846,SYN12908
DB02846,SYN12909
DB02846,SYN12910
DB02846,SYN12911
DB02846,SYN12912
DB02847,SYN12913
DB02848,SYN12914
DB02849,SYN12915
DB02851,SYN12916
DB02852,SYN12917
DB02852,SYN12918
DB02853,SYN12919
DB02853,SYN12920
DB02853,SYN12921
DB02853,SYN12922
DB02853,SYN12923
DB02853,SYN12924
DB02855,SYN12925
DB02856,SYN12926
DB02856,SYN12927
DB02856,SYN12928
DB02856,SYN12929
DB02856,SYN12930
DB02856,SYN12931
DB02857,SYN12932
DB02857,SYN12933
DB02857,SYN12934
DB02857,SYN12935
DB02857,SYN12936
DB02857,SYN12937
DB02857,SYN12938
DB02857,SYN12939
DB02857,SYN12940
DB02858,SYN12941
DB02859,SYN12942
DB02860,SYN12943
DB02860,SYN12944
DB02861,SYN12945
DB02862,SYN12946
DB02864,SYN12947
DB02865,SYN12948
DB02866,SYN12949
DB02867,SYN12950
DB02867,SYN12951
DB02867,SYN12952
DB02869,SYN12953
DB02871,SYN12954
DB02872,SYN12955
DB02873,SYN12956
DB02876,SYN12957
DB02877,SYN12958
DB02877,SYN12959
DB02877,SYN12960
DB02877,SYN12961
DB02878,SYN12962
DB02879,SYN12963
DB02880,SYN12964
DB02881,SYN12965
DB02882,SYN12966
DB02883,SYN12967
DB02884,SYN12968
DB02884,SYN12969
DB02884,SYN12970
DB02884,SYN12971
DB02885,SYN12972
DB02887,SYN12973
DB02887,SYN12974
DB02887,SYN12975
DB02889,SYN12976
DB02890,SYN12977
DB02890,SYN12978
DB02891,SYN12979
DB02891,SYN12980
DB02891,SYN12981
DB02891,SYN12982
DB02891,SYN12983
DB02892,SYN12984
DB02894,SYN12985
DB02895,SYN12986
DB02896,SYN12987
DB02896,SYN12988
DB02896,SYN12989
DB02896,SYN12990
DB02896,SYN12991
DB02896,SYN12992
DB02896,SYN12993
DB02896,SYN12994
DB02896,SYN12995
DB02896,SYN12996
DB02896,SYN12997
DB02896,SYN12998
DB02896,SYN12999
DB02896,SYN13000
DB02897,SYN13001
DB02898,SYN13002
DB02899,SYN13003
DB02900,SYN13004
DB02900,SYN13005
DB02900,SYN13006
DB02900,SYN13007
DB02900,SYN13008
DB02900,SYN13009
DB02900,SYN13010
DB02900,SYN13011
DB02901,SYN13012
DB02901,SYN13013
DB02901,SYN13014
DB02901,SYN13015
DB02901,SYN13016
DB02901,SYN13017
DB02901,SYN13018
DB02901,SYN13019
DB02901,SYN13020
DB02901,SYN13021
DB02901,SYN13022
DB02901,SYN13023
DB02901,SYN13024
DB02901,SYN13025
DB02901,SYN13026
DB02901,SYN13027
DB02902,SYN13028
DB02902,SYN13029
DB02902,SYN13030
DB02902,SYN13031
DB02903,SYN13032
DB02904,SYN13033
DB02905,SYN13034
DB02906,SYN13035
DB02907,SYN13036
DB02909,SYN13037
DB02910,SYN13038
DB02911,SYN13039
DB02912,SYN13040
DB02912,SYN13041
DB02912,SYN13042
DB02912,SYN13043
DB02912,SYN13044
DB02912,SYN13045
DB02912,SYN13046
DB02912,SYN13047
DB02912,SYN13048
DB02914,SYN13049
DB02914,SYN13050
DB02915,SYN13051
DB02916,SYN13052
DB02917,SYN13053
DB02918,SYN13054
DB02918,SYN13055
DB02918,SYN13056
DB02919,SYN13057
DB02920,SYN13058
DB02921,SYN13059
DB02921,SYN13060
DB02922,SYN13061
DB02923,SYN13062
DB02924,SYN13063
DB02924,SYN13064
DB02924,SYN13065
DB02924,SYN13066
DB02924,SYN13067
DB02924,SYN13068
DB02925,SYN13069
DB02925,SYN13070
DB02927,SYN13071
DB02928,SYN13072
DB02930,SYN13073
DB02930,SYN13074
DB02930,SYN13075
DB02930,SYN13076
DB02930,SYN13077
DB02930,SYN13078
DB02930,SYN13079
DB02930,SYN13080
DB02930,SYN13081
DB02930,SYN13082
DB02931,SYN13083
DB02931,SYN13084
DB02932,SYN13085
DB02932,SYN13086
DB02933,SYN13087
DB02934,SYN13088
DB02935,SYN13089
DB02935,SYN13090
DB02935,SYN13091
DB02935,SYN13092
DB02935,SYN13093
DB02935,SYN13094
DB02936,SYN13095
DB02937,SYN13096
DB02938,SYN13097
DB02938,SYN13098
DB02938,SYN13099
DB02938,SYN13100
DB02938,SYN13101
DB02938,SYN13102
DB02938,SYN13103
DB02938,SYN13104
DB02938,SYN13105
DB02938,SYN13106
DB02940,SYN13107
DB02941,SYN13108
DB02942,SYN13109
DB02943,SYN13110
DB02945,SYN13111
DB02945,SYN13112
DB02945,SYN13113
DB02946,SYN13114
DB02947,SYN13115
DB02948,SYN13116
DB02948,SYN13117
DB02948,SYN13118
DB02948,SYN13119
DB02949,SYN13120
DB02950,SYN13121
DB02952,SYN13122
DB02952,SYN13123
DB02952,SYN13124
DB02952,SYN13125
DB02952,SYN13126
DB02952,SYN13127
DB02952,SYN13128
DB02952,SYN13129
DB02953,SYN13130
DB02954,SYN13131
DB02955,SYN13132
DB02955,SYN13133
DB02955,SYN13134
DB02955,SYN13135
DB02955,SYN13136
DB02955,SYN13137
DB02955,SYN13138
DB02955,SYN13139
DB02956,SYN13140
DB02957,SYN13141
DB02957,SYN13142
DB02957,SYN13143
DB02957,SYN13144
DB02957,SYN13145
DB02957,SYN13146
DB02958,SYN13147
DB02959,SYN13148
DB02959,SYN13149
DB02959,SYN13150
DB02959,SYN13151
DB02959,SYN13152
DB02959,SYN13153
DB02959,SYN13154
DB02959,SYN13155
DB02959,SYN13156
DB02959,SYN13157
DB02959,SYN13158
DB02960,SYN13159
DB02961,SYN13160
DB02961,SYN13161
DB02962,SYN13162
DB02963,SYN13163
DB02964,SYN13164
DB02965,SYN13165
DB02966,SYN13166
DB02967,SYN13167
DB02968,SYN13168
DB02969,SYN13169
DB02969,SYN13170
DB02969,SYN13171
DB02969,SYN13172
DB02969,SYN13173
DB02969,SYN13174
DB02970,SYN13175
DB02971,SYN13176
DB02972,SYN13177
DB02973,SYN13178
DB02974,SYN13179
DB02976,SYN13180
DB02978,SYN13181
DB02979,SYN13182
DB02980,SYN13183
DB02981,SYN13184
DB02982,SYN13185
DB02983,SYN13186
DB02984,SYN13187
DB02985,SYN13188
DB02986,SYN13189
DB02987,SYN13190
DB02987,SYN13191
DB02987,SYN13192
DB02988,SYN13193
DB02990,SYN13194
DB02990,SYN13195
DB02990,SYN13196
DB02991,SYN13197
DB02992,SYN13198
DB02993,SYN13199
DB02994,SYN13200
DB02994,SYN13201
DB02994,SYN13202
DB02994,SYN13203
DB02995,SYN13204
DB02996,SYN13205
DB02998,SYN13206
DB02998,SYN13207
DB02998,SYN13208
DB02998,SYN13209
DB02998,SYN13210
DB02998,SYN13211
DB02999,SYN13212
DB02999,SYN13213
DB03000,SYN13214
DB03000,SYN13215
DB03001,SYN13216
DB03002,SYN13217
DB03002,SYN13218
DB03003,SYN13219
DB03004,SYN13220
DB03005,SYN13221
DB03006,SYN13222
DB03006,SYN13223
DB03006,SYN13224
DB03006,SYN13225
DB03006,SYN13226
DB03006,SYN13227
DB03006,SYN13228
DB03006,SYN13229
DB03006,SYN13230
DB03007,SYN13231
DB03008,SYN13232
DB03009,SYN13233
DB03010,SYN13234
DB03010,SYN13235
DB03010,SYN13236
DB03010,SYN13237
DB03010,SYN13238
DB03011,SYN13239
DB03012,SYN13240
DB03013,SYN13241
DB03013,SYN13242
DB03013,SYN13243
DB03013,SYN13244
DB03013,SYN13245
DB03015,SYN13246
DB03017,SYN13247
DB03017,SYN13248
DB03017,SYN13249
DB03017,SYN13250
DB03017,SYN13251
DB03017,SYN13252
DB03017,SYN13253
DB03017,SYN13254
DB03017,SYN13255
DB03017,SYN13256
DB03017,SYN13257
DB03017,SYN13258
DB03017,SYN13259
DB03017,SYN13260
DB03017,SYN13261
DB03017,SYN13262
DB03017,SYN13263
DB03018,SYN13264
DB03018,SYN13265
DB03018,SYN13266
DB03018,SYN13267
DB03018,SYN13268
DB03018,SYN13269
DB03018,SYN13270
DB03018,SYN13271
DB03018,SYN13272
DB03018,SYN13273
DB03019,SYN13274
DB03020,SYN13275
DB03021,SYN13276
DB03022,SYN13277
DB03023,SYN13278
DB03024,SYN13279
DB03025,SYN13280
DB03025,SYN13281
DB03026,SYN13282
DB03028,SYN13283
DB03030,SYN13284
DB03031,SYN13285
DB03032,SYN13286
DB03032,SYN13287
DB03033,SYN13288
DB03033,SYN13289
DB03034,SYN13290
DB03034,SYN13291
DB03035,SYN13292
DB03037,SYN13293
DB03039,SYN13294
DB03040,SYN13295
DB03040,SYN13296
DB03040,SYN13297
DB03040,SYN13298
DB03040,SYN13299
DB03041,SYN13300
DB03041,SYN13301
DB03041,SYN13302
DB03041,SYN13303
DB03041,SYN13304
DB03041,SYN13305
DB03041,SYN13306
DB03041,SYN13307
DB03042,SYN13308
DB03043,SYN13309
DB03044,SYN13310
DB03045,SYN13311
DB03046,SYN13312
DB03047,SYN13313
DB03048,SYN13314
DB03049,SYN13315
